35 238.51940 305.98052 36732.576 145964.58 0.993681
50 183.41621 260.36949 34150.764 95511.971 0.992793
65 147.11263 230.22637 31362.058 67738.412 0.992148
80 120.39992 207.32665 28488.201 49924.224 0.991657
100 95.357710 181.94710 24011.654 34700.117 0.991002
125 75.191427 158.19090 19370.609 23789.199 0.990244
150 61.295883 140.34826 15940.449 17205.541 0.989601
175 51.169978 126.39007 13356.084 12934.754 0.989052
200 43.260218 115.07592 11371.020 9956.4184 0.988617
225 36.866495 105.45507 9761.6343 7775.5179 0.988254
250 31.895957 97.090004 8409.1168 6193.5571 0.987859
300 24.861494 83.533158 6359.6947 4153.5182 0.986995
350 20.259827 73.149608 4940.4046 2963.9968 0.986035
400 17.093309 65.004217 3933.3670 2222.2744 0.984983
450 14.820484 58.469983 3199.0922 1733.1069 0.983843
500 13.131270 53.124410 2649.7727 1395.1820 0.982618
600 10.825531 44.921725 1900.7693 972.60302 0.979932
700 9.3532527 38.936666 1428.5806 728.36895 0.976952
800 8.3467645 34.384013 1112.5918 573.99051 0.973703
900 7.6216326 30.807425 891.00812 469.60574 0.970211
1000 7.0686579 27.901743 728.54132 394.45575 0.966484
1250 6.1662033 22.672232 476.00804 279.60318 0.956375
1500 5.6202947 19.159671 335.50527 215.36599 0.945291
1750 5.2507160 16.634437 249.13446 174.68540 0.933488
2000 4.9822242 14.731832 192.20431 146.79458 0.921172
2250 4.7769777 13.247145 152.66734 126.56263 0.908513
2500 4.6139960 12.056655 124.07398 111.25872 0.895658
2750 4.4807297 11.081212 102.71632 99.303831 0.882728
3000 4.3691978 10.267835 86.338543 89.724403 0.869826
3250 4.2740535 9.5797246 73.503589 81.888511 0.857039
3500 4.1915574 8.9905172 63.260247 75.368537 0.844443
3750 4.1189946 8.4808227 54.958237 69.864925 0.832098
4000 4.0543264 8.0360513 48.140558 65.161549 0.820056
4250 3.9959802 7.6450020 42.478198 61.098554 0.808360
4500 3.9427114 7.2989194 37.729251 57.555066 0.797041
4750 3.8935181 6.9908450 33.712430 54.437963 0.786125
5000 3.8475818 6.7151655 30.289563 51.674297 0.775627
5500 3.7628981 6.2434063 24.820721 46.986604 0.755915
6000 3.6845745 5.8553312 20.708815 43.148808 0.737893
6500 3.6099615 5.5306374 17.556128 39.930777 0.721452
7000 3.5376077 5.2542311 15.092276 37.174816 0.706403
7500 3.4671150 5.0146674 13.126002 34.772857 0.692509
8000 3.3989889 4.8032972 11.518539 32.652708 0.679513
8500 3.3344296 4.6138021 10.168749 30.768797 0.667177
9000 3.2750676 4.4419211 9.0045955 29.095184 0.655318
9500 3.2227697 4.2852453 7.9770831 27.620718 0.643845
10000 3.1837613 4.1442444 7.0384258 26.388570 0.632770
11000 3.0937414 3.8974446 5.6188386 24.115371 0.612663
12000 3.0342872 3.7486080 4.8451634 22.748707 0.599798
13000 2.9736330 3.5471579 3.7398358 21.095891 0.580766
14000 2.9443374 3.4648084 3.3357743 20.403130 0.572707
15000 2.8735043 3.3589960 3.0258269 19.304179 0.562747
